tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2016,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,96642,229.1,UA,0.5754,250.47,WN,0.3471,185.37,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201621042311618AUSEWR
Table 1a,2016,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,53053,146.63,WN,0.6065,136.27,WN,0.6065,136.27,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201621042311697AUSFLL
Table 1a,2016,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,29029,313.61,UA,0.8032,316.86,WN,0.0214,283.87,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201621042312264AUSIAD
Table 1a,2016,2,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,8554,227.03,UA,1.0,227.03,UA,1.0,227.03,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201621042312266AUSIAH
Table 1a,2016,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,728,258.72,WN,0.8684,234.92,WN,0.8684,234.92,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201621042312391AUSISP
Table 1a,2016,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,83720,246.77,DL,0.3749,257.7,AA,0.2622,232.29,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201621042312478AUSJFK
Table 1a,2016,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,111384,216.57,AA,0.4677,218.08,WN,0.2685,201.46,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201621042312892AUSLAX
Table 1a,2016,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,24479,249.1,AA,0.3655,256.61,UA,0.2007,210.56,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201621042312953AUSLGA
Table 1a,2016,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,21840,178.41,B6,0.906,178.11,DL,0.0151,169.42,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201621042312954AUSLGB
Table 1a,2016,2,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,40859,214.95,WN,0.9724,215.51,DL,0.0244,186.9,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201621042313232AUSMDW
Table 1a,2016,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,4368,274.03,WN,0.6443,250.88,WN,0.6443,250.88,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201621042313296AUSMHT
Table 1a,2016,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,15743,209.0,AA,0.7985,210.86,UA,0.1049,195.83,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201621042313303AUSMIA
Table 1a,2016,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,25662,225.9,WN,0.8654,224.37,WN,0.8654,224.37,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201621042313796AUSOAK
Table 1a,2016,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,8008,252.7,WN,0.6837,241.88,WN,0.6837,241.88,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201621042313891AUSONT
Table 1a,2016,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,89271,217.03,AA,0.5456,223.63,F9,0.1131,86.78,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201621042313930AUSORD
Table 1a,2016,2,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,58149,242.24,WN,0.6178,235.9,WN,0.6178,235.9,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201621042314107AUSPHX
Table 1a,2016,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6552,278.31,WN,0.4188,254.78,UA,0.1487,242.58,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201621042314307AUSPVD
Table 1a,2016,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,104923,267.51,UA,0.5194,278.3,VX,0.3071,259.3,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201621042314771AUSSFO
Table 1a,2016,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,48139,265.31,WN,0.7752,261.91,WN,0.7752,261.91,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201621042314831AUSSJC
Table 1a,2016,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,23842,236.26,WN,0.7018,222.81,WN,0.7018,222.81,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201621042314908AUSSNA
Table 1a,2016,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,455,227.81,DL,0.8182,198.71,DL,0.8182,198.71,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201621042315070AUSSWF
Table 1a,2016,2,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,26481,235.85,WN,0.7017,225.22,WN,0.7017,225.22,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201621042315304AUSTPA
Table 1a,2016,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,70070,238.51,WN,0.3821,216.2,WN,0.3821,216.2,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201631042310721AUSBOS
Table 1a,2016,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,3276,271.43,WN,0.8287,264.47,WN,0.8287,264.47,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201631042310800AUSBUR
Table 1a,2016,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,32123,269.21,WN,0.8152,267.19,WN,0.8152,267.19,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201631042310821AUSBWI
Table 1a,2016,3,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,59787,169.02,WN,0.9997,168.99,WN,0.9997,168.99,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201631042311259AUSDAL
Table 1a,2016,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,40404,272.03,WN,0.6295,268.4,WN,0.6295,268.4,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201631042311278AUSDCA
Table 1a,2016,3,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,33943,176.55,AA,0.9875,176.19,AA,0.9875,176.19,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201631042311298AUSDFW
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,81809,223.58,UA,0.5814,239.21,WN,0.3547,186.14,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042311618AUSEWR
Table 1a,2016,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,47593,148.52,WN,0.6086,139.83,WN,0.6086,139.83,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201631042311697AUSFLL
Table 1a,2016,3,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,10374,187.12,WN,1.0,187.12,WN,1.0,187.12,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201631042312191AUSHOU
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1638,276.01,DL,0.638,268.23,DL,0.638,268.23,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042312197AUSHPN
Table 1a,2016,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,21567,310.21,UA,0.808,312.06,UA,0.808,312.06,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201631042312264AUSIAD
Table 1a,2016,3,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,7826,211.54,UA,1.0,211.54,UA,1.0,211.54,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201631042312266AUSIAH
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,1274,251.09,WN,0.875,245.3,WN,0.875,245.3,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042312391AUSISP
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,74893,231.94,DL,0.395,229.9,B6,0.3215,229.79,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042312478AUSJFK
Table 1a,2016,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,114478,202.87,AA,0.451,205.15,WN,0.2858,191.17,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201631042312892AUSLAX
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,21112,240.8,AA,0.3347,254.73,UA,0.173,224.88,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042312953AUSLGA
Table 1a,2016,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,28756,159.17,B6,0.96,157.78,B6,0.96,157.78,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201631042312954AUSLGB
Table 1a,2016,3,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,43407,199.15,WN,0.9588,200.01,DL,0.038,179.46,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201631042313232AUSMDW
Table 1a,2016,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,3913,274.12,WN,0.6515,241.68,WN,0.6515,241.68,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201631042313296AUSMHT
Table 1a,2016,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,14833,194.85,AA,0.7952,191.34,AA,0.7952,191.34,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201631042313303AUSMIA
Table 1a,2016,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,24024,233.56,WN,0.8717,230.97,DL,0.0654,223.75,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201631042313796AUSOAK
Table 1a,2016,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,6279,263.16,WN,0.615,253.69,WN,0.615,253.69,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201631042313891AUSONT
Table 1a,2016,3,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,94640,194.29,AA,0.5393,210.93,F9,0.1354,84.59,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201631042313930AUSORD
Table 1a,2016,3,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,47957,248.06,WN,0.6204,243.61,WN,0.6204,243.61,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201631042314107AUSPHX
Table 1a,2016,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6279,254.89,WN,0.4557,246.13,WN,0.4557,246.13,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201631042314307AUSPVD
Table 1a,2016,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,96824,271.38,UA,0.4783,283.88,VX,0.3079,265.08,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201631042314771AUSSFO
Table 1a,2016,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,41769,262.22,WN,0.8286,255.52,WN,0.8286,255.52,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201631042314831AUSSJC
Table 1a,2016,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,19838,247.96,WN,0.7646,235.62,WN,0.7646,235.62,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201631042314908AUSSNA
Table 1a,2016,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,455,253.93,DL,0.7917,242.03,DL,0.7917,242.03,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201631042315070AUSSWF
Table 1a,2016,3,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,19747,247.95,WN,0.736,236.86,WN,0.736,236.86,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201631042315304AUSTPA
Table 1a,2016,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,70525,241.95,WN,0.3789,218.69,WN,0.3789,218.69,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201641042310721AUSBOS
Table 1a,2016,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,4277,239.51,WN,0.8506,236.83,WN,0.8506,236.83,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201641042310800AUSBUR
Table 1a,2016,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,37219,255.74,WN,0.8045,258.2,DL,0.0964,227.2,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201641042310821AUSBWI
Table 1a,2016,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,61425,181.94,WN,0.9998,181.94,WN,0.9998,181.94,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201641042311259AUSDAL
Table 1a,2016,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,41314,284.65,WN,0.6086,278.64,WN,0.6086,278.64,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201641042311278AUSDCA
Table 1a,2016,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,32851,181.86,AA,0.985,181.38,AA,0.985,181.38,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201641042311298AUSDFW
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,95732,237.08,UA,0.5686,254.79,WN,0.3596,199.97,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042311618AUSEWR
Table 1a,2016,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,48230,166.8,WN,0.6062,163.08,B6,0.3118,154.13,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201641042311697AUSFLL
Table 1a,2016,4,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,11830,187.67,WN,1.0,187.67,WN,1.0,187.67,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201641042312191AUSHOU
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1638,282.26,DL,0.5092,283.87,UA,0.1166,252.67,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042312197AUSHPN
Table 1a,2016,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,27846,312.4,UA,0.866,309.66,WN,0.0167,277.06,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201641042312264AUSIAD
Table 1a,2016,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,7735,221.09,UA,1.0,221.09,UA,1.0,221.09,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201641042312266AUSIAH
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,1365,256.56,WN,0.9214,252.74,WN,0.9214,252.74,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042312391AUSISP
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,80353,256.21,DL,0.3838,260.1,AA,0.273,253.17,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042312478AUSJFK
Table 1a,2016,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,125853,208.39,AA,0.4675,208.52,WN,0.2414,196.42,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201641042312892AUSLAX
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,24479,256.0,AA,0.3213,271.11,UA,0.2304,228.71,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042312953AUSLGA
Table 1a,2016,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,21476,169.53,B6,0.9205,168.35,B6,0.9205,168.35,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201641042312954AUSLGB
Table 1a,2016,4,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,39585,220.0,WN,0.9835,219.85,WN,0.9835,219.85,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201641042313232AUSMDW
Table 1a,2016,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,3913,260.28,WN,0.6364,251.08,WN,0.6364,251.08,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201641042313296AUSMHT
Table 1a,2016,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,14833,225.06,AA,0.7983,225.31,UA,0.1242,203.94,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201641042313303AUSMIA
Table 1a,2016,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,23114,232.8,WN,0.9225,232.4,DL,0.0407,199.39,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201641042313796AUSOAK
Table 1a,2016,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,7644,242.78,WN,0.6555,224.92,WN,0.6555,224.92,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201641042313891AUSONT
Table 1a,2016,4,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,80080,230.98,AA,0.6327,226.42,AA,0.6327,226.42,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201641042313930AUSORD
Table 1a,2016,4,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,65429,232.31,WN,0.6475,225.89,WN,0.6475,225.89,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201641042314107AUSPHX
Table 1a,2016,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6734,260.85,WN,0.4707,239.74,WN,0.4707,239.74,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201641042314307AUSPVD
Table 1a,2016,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,95732,274.21,UA,0.4667,284.63,VX,0.3475,265.58,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201641042314771AUSSFO
Table 1a,2016,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,47502,259.91,WN,0.831,252.39,DL,0.0504,224.08,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201641042314831AUSSJC
Table 1a,2016,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,20566,254.44,WN,0.6991,240.36,WN,0.6991,240.36,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201641042314908AUSSNA
Table 1a,2016,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,364,264.93,AA,0.5294,341.44,DL,0.3824,172.86,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201641042315070AUSSWF
Table 1a,2016,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,24206,242.25,WN,0.6969,239.08,WN,0.6969,239.08,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201641042315304AUSTPA
Table 1a,2017,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,80080,254.53,UA,0.6322,278.66,WN,0.2903,192.72,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201711042311618AUSEWR
Table 1a,2017,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,57785,243.99,B6,0.3692,226.91,WN,0.364,224.76,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201711042310721AUSBOS
Table 1a,2017,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,3822,273.96,WN,0.8047,262.54,WN,0.8047,262.54,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201711042310800AUSBUR
Table 1a,2017,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,32214,282.64,WN,0.8124,282.19,DL,0.0657,249.37,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711042310821AUSBWI
Table 1a,2017,1,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,10874,AUS,CAK,1174,1638,298.96,DL,0.5153,298.91,WN,0.1227,266.3,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201711042310874AUSCAK
Table 1a,2017,1,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,11042,AUS,CLE,1174,15379,206.85,WN,0.2626,195.66,G4,0.1779,82.55,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201711042311042AUSCLE
Table 1a,2017,1,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,63700,183.75,WN,1.0,183.75,WN,1.0,183.75,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201711042311259AUSDAL
Table 1a,2017,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,41678,300.28,WN,0.5821,293.61,WN,0.5821,293.61,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711042311278AUSDCA
Table 1a,2017,1,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,36764,183.66,AA,0.9871,183.4,AA,0.9871,183.4,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201711042311298AUSDFW
Table 1a,2017,1,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,50960,160.14,WN,0.557,158.03,B6,0.3502,146.65,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201711042311697AUSFLL
